Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240314163013,0.09,1016.23,18.15,85.12,3901.54
20240314164013,0.08,1016.24,18.21,84.17,3715.66
20240314165013,0.08,1016.29,18.37,82.87,4140.06
20240316090013,0.06,1012.12,33.71,51.07,60229.84
20240316091013,0.87,1012.67,22.7,77.44,13897.24
20240316092013,1.39,1012.0,25.6,62.96,18190.41
20240316093013,1.21,1012.17,28.01,56.21,30692.5
20240316094013,1.39,1012.39,26.62,57.91,26996.45
20240316095013,1.15,1011.35,28.82,52.26,24015.36
20240316100013,1.98,1011.94,28.97,52.12,40067.69
20240316101013,1.71,1012.59,27.12,52.45,34827.56
20240316102013,1.35,1011.77,28.88,53.12,34140.82
20240316103013,1.25,1011.58,30.69,46.84,38628.51
20240316104013,1.59,1011.99,30.57,46.41,44541.39
20240316105013,1.69,1011.41,32.99,40.16,53225.8
20240316110013,1.67,1012.06,32.87,40.02,59827.36
20240316111013,0.84,1013.85,23.11,69.5,22671.1
20240316112013,1.44,1012.51,25.52,63.7,24259.71
20240316113013,1.83,1013.58,26.37,56.59,39704.58
20240316114013,1.53,1013.46,26.66,57.11,38818.08
20240316115013,1.44,1013.28,27.22,53.51,37290.88
20240316120013,1.59,1013.99,28.11,51.02,50768.46
20240316121013,1.55,1014.0,28.22,50.72,51552.1
20240316122013,1.26,1013.66,29.4,49.74,53266.74
20240316123013,1.5,1013.64,29.09,48.06,51875.32
20240316124013,1.18,1013.44,31.94,41.85,62556.0
20240316125013,1.25,1012.8,35.87,34.8,79078.11
20240316130013,1.25,1014.2,33.88,37.15,79446.19
20240316131013,0.75,1013.06,20.23,84.92,5675.1
20240316132013,1.71,1012.95,19.11,89.94,4030.85
20240316133013,1.56,1014.07,17.54,93.11,3855.44
20240316134013,1.44,1014.22,18.09,89.65,4972.93
20240316135013,1.21,1013.88,19.63,85.51,6739.19
20240316140013,1.86,1013.04,19.9,84.9,7060.32
20240316141013,1.74,1013.21,20.0,82.46,7628.14
20240316142013,1.48,1013.14,20.28,81.05,7151.6
20240316143013,1.53,1012.75,20.67,80.23,5956.72
20240316144013,1.4,1013.17,20.56,80.86,6850.23
20240316145013,1.29,1013.76,20.45,77.81,7234.55
20240316150013,1.46,1013.41,21.11,74.96,7921.53
20240316151013,0.41,1015.56,19.99,74.9,9677.1
20240316152013,0.27,1015.85,20.37,71.9,9393.55
20240316153013,0.17,1015.7,21.18,71.19,11632.68
20240316154013,0.17,1015.56,21.61,69.66,12478.7
20240316155013,0.16,1015.36,22.53,66.53,14904.45
20240316160013,0.31,1015.3,22.65,65.97,16717.3
20240316161013,0.19,1015.21,22.83,65.16,15852.73
20240316162013,0.2,1015.06,23.73,63.71,19877.41
20240316163013,0.17,1015.55,26.43,56.64,38845.44
20240316164013,0.29,1015.0,29.01,47.9,46400.14
20240316165013,0.23,1013.67,33.98,36.83,60629.26
20240328090013,0.04,1008.48,41.23,37.78,70980.16
20240328091013,1.53,1009.48,26.35,68.63,13925.38
20240328092013,1.63,1008.56,30.44,57.08,20546.93
20240328093013,1.57,1009.68,31.99,51.66,37515.11
20240328094013,1.81,1008.83,30.8,55.04,26201.73
20240328095013,2.02,1008.71,31.99,51.77,32426.33
20240328100013,2.09,1009.05,33.56,45.06,42985.18
20240328101013,2.06,1009.41,34.45,42.22,53613.5
20240328102013,1.71,1008.98,35.27,39.59,49335.16
20240328103013,1.42,1008.8,37.45,34.2,55701.91
20240328104013,1.23,1008.46,38.89,30.92,59743.05
20240328105013,1.55,1009.23,37.98,32.11,66477.38
20240328110013,1.66,1009.01,38.86,29.67,69278.54
20240328111013,1.47,1010.93,26.66,59.93,22480.04
20240328112013,2.17,1009.4,29.78,58.03,27142.48
20240328113013,2.15,1011.37,30.54,49.91,48459.26
20240328114013,2.32,1010.67,30.18,53.14,43323.38
20240328115013,1.92,1010.61,31.29,49.03,45463.17
20240328120013,1.85,1010.6,32.75,46.23,48686.68
20240328121013,1.86,1011.48,34.04,43.21,68366.4
20240328122013,1.58,1010.9,35.13,40.34,65419.68
20240328123013,1.62,1011.19,36.34,37.17,77610.25
20240328124013,1.51,1011.2,37.69,33.62,83293.14
20240328125013,1.32,1011.12,39.67,29.23,92186.7
20240328130013,1.06,1011.0,39.58,29.7,88087.97
20240328131013,1.59,1009.86,22.68,81.69,1501.0
20240328132013,2.63,1009.79,19.88,95.58,-6401.86
20240328133013,2.23,1011.51,19.84,93.37,3521.42
20240328134013,2.45,1011.12,20.47,90.34,5202.68
20240328135013,2.41,1010.17,22.0,90.49,6271.88
20240328140013,2.3,1011.09,21.83,84.34,6542.74
20240328141013,2.33,1010.91,21.99,83.3,5759.06
20240328142013,1.96,1011.17,22.54,79.92,6668.65
20240328143013,1.93,1010.89,23.06,77.39,7134.04
20240328144013,1.38,1010.74,24.05,74.45,7158.92
20240328145013,1.91,1010.97,23.97,70.76,9289.08
20240328150013,1.24,1011.7,24.99,66.15,12429.99
20240328151013,0.5,1013.31,22.92,71.77,9964.73
20240328152013,0.23,1013.38,23.35,70.56,7874.85
20240328153013,0.15,1013.49,23.53,70.61,8868.73
20240328154013,0.11,1013.58,23.91,68.8,10476.31
20240328155013,0.14,1013.52,24.13,67.27,10481.15
20240328160013,0.18,1013.37,24.44,65.84,10662.18
20240328161013,0.17,1013.3,24.72,64.77,11143.61
20240328162013,0.21,1013.09,25.13,63.74,11740.74
20240328163013,0.09,1012.91,25.9,62.06,13221.19
20240328164013,0.3,1012.72,26.22,60.92,14841.62
20240328165013,0.33,1012.79,27.25,56.52,20278.41
20240412090013,0.02,1008.77,41.08,36.52,68612.01
20240412091013,0.03,1010.25,25.72,79.17,6979.81
20240412092013,-0.07,1010.09,27.54,70.61,6369.25
20240412093013,0.09,1011.26,26.65,74.02,12188.65
20240412094013,0.11,1011.14,27.01,73.54,14264.78
20240412095013,0.05,1010.88,27.45,71.88,14057.95
20240412100013,0.06,1010.66,28.3,69.3,16644.04
20240412101013,0.13,1011.13,27.39,69.72,16830.22
20240412102013,0.1,1010.64,28.02,67.38,13366.22
20240412103013,0.22,1010.57,29.15,64.86,20279.55
20240412104013,0.12,1010.77,29.53,61.56,22375.76
20240412105013,0.1,1010.72,29.69,61.7,22770.98
20240412110013,0.11,1010.71,29.86,60.7,22955.59
20240412111013,0.05,1008.86,26.69,88.94,1587.24
20240412112013,0.1,1006.94,32.74,62.96,7234.93
20240412113013,0.07,1007.3,32.71,62.95,11148.4
20240412114013,0.04,1007.4,32.17,62.25,10344.89
20240412115013,0.03,1006.44,34.06,58.31,9469.75
20240412120013,0.08,1005.65,36.23,50.66,12575.63
20240412121013,0.07,1004.45,38.33,45.45,12882.16
20240412122013,0.01,1005.16,36.9,49.6,13273.04
20240412123013,-0.01,1005.65,36.44,50.4,13461.07
20240412124013,0.0,1006.14,36.46,49.36,17350.24
20240412125013,0.0,1006.05,37.09,48.35,19499.77
20240412130013,0.01,1005.22,39.29,42.3,21068.73
20240412131013,0.02,1010.76,23.79,88.01,566.29
20240412132013,0.05,1010.88,25.04,86.86,6544.49
20240412133013,0.12,1011.12,25.08,85.25,10380.84
20240412134013,0.11,1010.71,26.18,79.38,11835.04
20240412135013,0.06,1010.35,25.94,79.9,7120.13
20240412140013,-0.04,1009.7,27.59,76.57,10159.14
20240412141013,0.05,1009.62,33.18,56.66,35806.97
20240412142013,0.07,1008.99,33.92,52.76,30775.16
20240412143013,0.07,1008.81,35.46,48.2,35890.39
20240412144013,0.05,1008.56,34.82,50.9,30981.92
20240412145013,0.02,1008.4,30.71,62.06,7968.19
20240412150013,0.03,1009.73,35.48,49.59,46311.46
20240412151013,0.08,1009.98,25.71,92.08,10531.58
20240412152013,0.03,1011.69,21.79,98.11,1942.47
20240412153013,0.1,1010.49,24.76,91.82,5240.17
20240412154013,0.05,1011.31,23.55,93.18,8198.16
20240412155013,0.1,1010.4,24.27,92.55,3318.88
20240412160013,0.11,1010.54,24.4,91.59,6109.18
20240412161013,0.05,1010.6,24.49,90.28,6074.68
20240412162013,0.04,1010.26,25.13,89.09,6319.03
20240412163013,0.07,1010.02,25.65,88.03,7078.56
20240412164013,0.09,1010.34,25.65,84.05,6804.28
20240412165013,0.07,1010.45,25.75,82.98,6283.9
20240619090013,-0.02,1002.11,46.68,39.63,46835.02
20240619091013,-0.01,1004.15,38.71,78.64,39252.16
20240619092013,-0.06,1002.84,41.34,61.94,34662.54
20240619093013,0.02,1002.82,41.5,60.78,32048.43
20240619094013,0.02,1002.78,43.31,52.76,40348.2
20240619095013,0.04,1003.31,43.67,51.84,51357.24
20240619100013,0.02,1002.96,45.0,45.31,49774.04
20240619101013,0.03,1002.33,47.19,41.12,53685.49
20240619102013,0.02,1002.88,47.55,39.12,64198.18
20240619103013,-0.02,1003.75,44.93,42.74,55749.58
20240619104013,-0.03,1003.95,41.18,53.26,37981.2
20240619105013,0.04,1003.59,46.8,39.81,69805.02
20240619110013,0.05,1003.9,45.74,40.25,61126.94
20240619111013,-0.02,1006.96,38.65,64.86,58911.34
20240619112013,-0.03,1005.46,39.77,52.46,43261.65
20240619113013,-0.01,1004.75,40.94,49.3,37838.99
20240619114013,0.01,1004.65,42.14,45.52,42917.12
20240619115013,0.01,1004.76,43.47,42.4,52088.52
20240619120013,0.0,1004.72,44.41,39.68,57275.4
20240619121013,0.01,1003.77,46.22,35.76,55398.78
20240619122013,0.03,1003.64,48.14,32.04,66362.74
20240619123013,-0.05,1004.35,44.86,35.55,54611.14
20240619124013,-0.04,1004.49,42.34,42.44,42337.62
20240619125013,0.05,1004.34,47.97,31.65,79133.17
20240619130013,0.05,1004.69,46.0,34.35,66110.64
20240619131013,0.5,1005.92,38.97,49.98,43906.13
20240619132013,0.5,1002.9,40.89,38.28,13400.11
20240619133013,1.04,1000.83,43.78,35.2,15070.34
20240619134013,1.31,1001.04,43.5,35.01,18288.52
20240619135013,1.45,1000.56,43.51,36.34,18468.74
20240619140013,1.62,999.33,44.95,34.16,16085.81
20240619141013,1.39,998.21,48.31,27.15,19118.78
20240619142013,1.32,997.6,49.58,25.84,25931.82
20240619143013,1.63,998.95,45.33,33.55,22286.33
20240619144013,1.33,1000.1,43.59,38.1,18153.55
20240619145013,1.15,998.64,48.44,28.53,27202.64
20240619150013,1.06,999.05,48.41,28.76,31530.96
20240619151013,0.78,1002.39,39.31,46.23,16587.49
20240619152013,0.81,999.99,44.56,32.31,10664.13
20240619153013,0.73,999.98,47.22,29.81,29523.04
20240619154013,0.61,1001.46,46.61,31.09,42191.16
20240619155013,0.74,1001.6,45.86,29.87,37450.08
20240619160013,0.79,1001.39,47.42,28.08,43929.58
20240619161013,0.76,1000.6,50.07,23.98,52097.64
20240619162013,0.6,1000.03,51.74,21.82,56241.34
20240619163013,0.57,1000.3,48.85,25.13,46054.2
20240619164013,0.46,1001.46,44.99,31.54,33730.73
20240619165013,0.65,1001.73,48.94,26.55,63466.28
20240225090014,1.4,1014.36,17.21,99.53,6133.01
20240225091014,1.79,1013.97,16.24,102.06,1592.79
20240225092014,1.63,1013.93,17.35,99.5,4665.96
20240225093014,1.67,1014.05,16.83,99.35,3769.08
20240225094014,0.92,1014.66,17.19,98.53,3796.97
20240225095014,1.18,1014.36,16.98,99.65,3330.89
20240225100014,0.9,1014.67,17.13,99.03,3379.98
20240225101014,0.87,1014.89,16.97,99.09,3376.23
20240225102014,0.95,1014.68,17.15,98.95,3543.67
20240225103014,1.51,1014.23,17.1,98.99,4343.17
20240225104014,1.96,1013.81,17.11,98.51,4587.05
20240225105014,2.29,1013.48,17.09,97.95,4675.57
20240225110014,1.55,1014.14,17.46,97.77,5991.85
20240225111014,0.62,1014.96,19.07,80.31,1851.79
20240225112014,0.36,1015.08,19.23,84.74,4289.89
20240225113014,0.18,1014.52,19.65,85.5,1777.6
20240225114014,0.1,1014.9,19.17,86.23,1770.4
20240225115014,0.07,1015.05,19.2,85.07,1565.48
20240225120014,0.09,1015.16,19.25,83.63,1441.06
20240225121014,0.11,1015.2,19.38,82.27,1297.07
20240225122014,0.12,1014.98,19.9,81.38,1943.17
20240225123014,0.12,1014.91,20.26,79.87,2763.03
20240225124014,0.09,1015.09,19.92,80.07,2059.97
20240225125014,0.07,1015.23,19.66,80.53,1661.79
20240225130014,0.06,1015.21,19.79,80.21,2210.77
20240225131014,0.07,1014.95,18.88,89.0,154.49
20240225132014,0.07,1014.92,19.21,87.38,989.06
20240225133014,0.07,1014.89,19.38,86.08,1117.3
20240225134014,0.09,1014.88,19.48,85.44,1630.43
20240225135014,0.09,1014.75,19.63,85.3,1765.51
20240225140014,0.1,1014.74,19.6,85.26,1670.14
20240225141014,0.08,1014.8,19.6,85.09,1913.41
20240225142014,0.08,1014.78,19.63,84.95,1618.18
20240225143014,0.09,1015.04,19.53,83.03,1796.97
20240225144014,0.12,1015.13,19.46,82.86,2037.08
20240225145014,0.11,1015.19,19.45,82.45,2005.34
20240225150014,0.07,1015.17,19.62,82.09,2319.4
20240225151014,1.02,1014.42,17.46,99.42,1113.85
20240225152014,0.77,1014.75,17.59,98.08,2614.32
20240225153014,0.86,1014.67,17.2,99.21,2197.88
20240225154014,0.97,1014.52,17.55,97.02,3210.25
20240225155014,0.65,1014.74,17.62,97.18,3320.99
20240225160014,0.54,1014.6,17.8,97.22,2958.1
20240225161014,1.01,1014.19,17.77,96.56,3322.36
20240225162014,0.62,1014.53,17.87,96.38,3025.36
20240225163014,0.89,1014.52,17.5,96.71,2826.76
20240225164014,1.66,1013.97,17.48,95.41,3662.06
20240225165014,1.82,1013.85,17.49,95.34,4307.68
20240227090014,0.53,1012.8,22.17,97.75,21143.3
20240227091014,0.92,1015.59,15.11,99.08,2202.61
20240227092014,1.1,1014.79,17.59,92.94,4300.34
20240227093014,1.44,1015.31,17.01,91.88,8743.21
20240227094014,1.09,1015.03,17.66,91.49,7323.4
20240227095014,0.92,1015.12,17.87,89.29,6473.32
20240227100014,1.27,1014.98,18.21,87.1,8324.09
20240227101014,0.67,1015.23,19.3,82.79,9263.65
20240227102014,0.79,1014.98,20.1,81.12,12269.09
20240227103014,0.86,1014.85,20.34,79.37,12583.05
20240227104014,0.75,1014.8,21.38,76.1,16306.18
20240227105014,1.04,1014.77,22.32,72.82,23459.53
20240227110014,0.76,1014.55,23.17,66.54,21087.9
20240227111014,1.09,1014.94,16.11,97.19,-175.26
20240227112014,1.17,1014.92,17.88,87.74,3722.83
20240227113014,1.51,1015.42,16.64,88.97,4947.85
20240227114014,1.29,1015.06,17.72,89.0,6904.9
20240227115014,1.35,1015.15,17.48,86.95,5452.4
20240227120014,0.95,1015.49,17.64,86.9,5369.28
20240227121014,1.0,1015.48,17.75,85.75,5710.03
20240227122014,1.01,1015.54,17.95,84.66,6825.26
20240227123014,1.11,1015.45,17.94,84.64,6804.27
20240227124014,0.82,1015.69,18.53,81.83,8512.5
20240227125014,0.64,1016.0,19.23,78.49,12023.07
20240227130014,0.51,1015.97,19.81,74.68,11330.3
20240227131014,0.22,1016.4,17.26,84.21,1198.03
20240227132014,0.17,1016.29,18.28,80.62,2683.98
20240227133014,0.13,1016.42,18.47,79.18,3712.89
20240227134014,0.1,1016.43,18.63,78.92,4199.95
20240227135014,0.13,1016.31,18.75,78.32,3745.17
20240227140014,0.12,1016.28,19.02,78.39,5522.46
20240227141014,0.08,1016.21,19.29,77.43,5981.94
20240227142014,0.08,1016.14,19.83,75.76,7748.66
20240227143014,0.07,1016.17,20.01,75.31,9209.34
20240227144014,0.07,1016.09,20.04,74.98,8395.27
20240227145014,0.07,1016.27,20.9,71.87,13479.21
20240227150014,0.06,1016.09,21.13,70.73,13121.11
20240227151014,0.42,1015.87,16.47,98.5,1745.82
20240227152014,0.82,1015.81,16.99,93.41,4365.76
20240227153014,0.68,1015.88,16.87,93.43,4728.63
20240227154014,0.46,1015.83,18.0,89.44,7289.72
20240227155014,0.7,1015.47,17.73,89.8,5395.51
20240227160014,0.76,1015.44,18.09,88.77,7540.59
20240227161014,0.44,1015.64,18.4,86.65,7837.51
20240227162014,0.45,1015.56,19.15,84.82,10205.46
20240227163014,0.57,1015.78,19.14,83.26,11881.04
20240227164014,0.54,1015.74,19.44,81.08,12053.11
20240227165014,0.41,1015.74,20.98,75.09,17243.24
20240327090014,0.06,1011.14,27.16,80.01,22678.15
20240327091014,0.36,1013.14,19.85,96.57,4266.71
20240327092014,0.72,1012.61,21.57,90.13,6454.07
20240327093014,0.85,1012.89,21.15,89.56,8141.69
20240327094014,1.06,1012.61,22.02,86.79,11814.03
20240327095014,1.3,1012.07,22.27,86.22,11304.31
20240327100014,0.86,1012.44,23.99,78.69,18009.44
20240327101014,0.79,1012.27,24.95,72.21,17838.88
20240327102014,0.88,1012.26,24.82,72.71,17565.75
20240327103014,0.79,1012.28,24.75,72.78,16474.8
20240327104014,0.54,1012.1,26.14,67.69,18471.67
20240327105014,0.65,1012.16,26.43,66.23,21376.03
20240327110014,0.61,1011.97,27.1,63.91,22881.45
20240327111014,0.71,1013.53,19.72,88.98,4022.7
20240327112014,1.25,1012.57,22.0,80.4,6991.64
20240327113014,0.98,1013.52,21.25,79.38,9152.57
20240327114014,1.07,1013.18,22.53,77.08,13394.66
20240327115014,1.11,1013.05,22.41,76.66,12286.47
20240327120014,1.17,1012.84,23.82,72.21,17920.97
20240327121014,1.0,1012.84,24.8,66.14,19377.88
20240327122014,1.03,1012.72,24.84,66.52,18596.16
20240327123014,0.86,1012.74,24.91,65.98,17128.77
20240327124014,0.65,1012.72,26.04,62.41,20012.37
20240327125014,0.8,1012.74,26.29,60.96,22549.42
20240327130014,0.64,1012.7,26.87,59.53,24754.84
20240327131014,0.64,1013.42,18.85,93.4,-976.56
20240327132014,1.06,1012.71,21.33,83.68,3280.25
20240327133014,1.49,1013.4,19.66,85.04,4599.41
20240327134014,1.38,1012.77,20.95,86.65,8278.02
20240327135014,1.62,1012.48,20.7,85.05,5772.62
20240327140014,1.29,1012.67,21.25,84.16,8034.92
20240327141014,1.07,1012.84,21.59,81.16,8319.67
20240327142014,1.21,1012.81,21.64,80.44,8733.87
20240327143014,0.44,1013.22,22.14,78.66,7565.7
20240327144014,0.78,1013.15,22.41,76.64,9346.54
20240327145014,0.57,1013.44,22.55,75.02,10043.73
20240327150014,0.5,1013.21,23.37,72.63,10872.02
20240327151014,0.21,1014.01,21.78,71.42,2443.37
20240327152014,0.14,1013.95,22.59,70.03,4194.3
20240327153014,0.11,1013.9,22.54,70.5,3512.58
20240327154014,0.08,1013.91,23.0,69.99,6173.44
20240327155014,0.28,1013.71,22.88,70.18,6088.14
20240327160014,0.17,1013.83,23.57,67.9,9773.01
20240327161014,0.17,1013.63,23.97,66.13,9302.43
20240327162014,0.19,1013.52,24.07,65.72,9017.52
20240327163014,0.15,1013.4,24.21,65.44,8221.98
20240327164014,0.09,1013.4,24.66,63.74,9492.54
20240327165014,0.09,1013.55,24.66,63.26,10494.76
20240417090014,0.19,1009.28,29.89,62.93,12456.67
20240417091014,0.18,1009.09,30.6,61.61,14650.42
20240417092014,0.11,1009.09,30.67,62.17,14258.61
20240417093014,0.06,1008.86,31.1,62.08,14317.3
20240417094014,0.17,1008.77,31.95,59.43,19150.88
20240417095014,0.08,1008.76,31.86,59.54,17903.49
20240417100014,0.11,1008.66,31.93,59.29,17530.41
20240417101014,0.08,1005.67,36.45,43.1,1251.09
20240417102014,0.03,1005.1,37.68,44.49,12152.38
20240417103014,0.08,1004.29,38.0,43.63,9304.15
20240417104014,0.02,1004.19,38.5,42.16,9019.27
20240417105014,0.06,1004.5,38.35,42.16,10629.57
20240417110014,0.08,1003.57,40.44,36.26,11951.32
20240417111014,0.05,1003.58,40.46,37.6,13586.48
20240417112014,0.02,1003.55,40.89,36.85,13717.75
20240417113014,-0.02,1003.81,42.19,34.92,24253.85
20240417114014,-0.03,1004.2,41.84,35.49,26607.58
20240417115014,-0.02,1004.53,41.84,34.16,29216.28
20240417120014,-0.03,1005.78,40.31,36.54,34166.38
20240417121014,0.43,1006.85,31.72,67.54,10211.1
20240417122014,0.87,1006.31,33.74,61.53,16762.2
20240417123014,0.96,1005.84,35.26,58.55,21382.02
20240417124014,0.77,1005.79,36.43,54.7,27776.33
20240417125014,0.98,1005.56,36.78,51.48,30314.8
20240417130014,0.77,1005.53,37.85,47.81,32868.28
20240417131014,0.84,1006.08,37.15,50.86,37863.05
20240417132014,0.59,1006.25,37.66,49.63,39193.96
20240417133014,0.79,1006.04,38.05,49.42,40637.97
20240417134014,0.83,1006.11,39.12,44.91,46657.73
20240417135014,1.26,1006.44,38.42,44.59,48849.12
20240417140014,1.58,1006.98,37.95,45.76,54891.82
20240417141014,0.3,1006.95,33.55,76.89,33044.6
20240417142014,0.21,1005.96,37.33,61.3,39138.82
20240417143014,0.18,1005.29,39.98,53.31,41518.83
20240417144014,0.14,1005.19,41.83,46.24,50115.81
20240417145014,0.15,1005.06,43.07,40.87,55642.31
20240417150014,0.1,1005.49,43.02,41.43,59367.84
20240417151014,0.03,1005.35,43.69,38.35,57071.72
20240417152014,0.02,1005.1,44.89,38.4,61547.22
20240417153014,0.01,1005.35,45.46,34.59,68312.51
20240417154014,0.02,1005.14,46.77,32.12,71814.14
20240417155014,0.02,1005.95,45.86,33.34,77596.86
20240417160014,-0.0,1005.48,46.69,31.66,75262.19
20240417161014,0.02,1007.47,35.14,72.55,40724.38
20240417162014,0.07,1006.39,37.75,62.48,44653.19
20240417163014,0.16,1007.1,38.54,53.64,51911.22
20240417164014,0.22,1006.74,40.86,48.07,59069.23
20240417165014,0.07,1006.57,42.81,41.01,70196.85
20240517090014,0.02,1007.81,41.84,36.78,67067.47
20240517091014,0.31,1007.58,28.37,97.72,13405.81
20240517092014,0.24,1007.76,29.85,85.89,17073.41
20240517093014,0.27,1007.31,33.56,70.29,24639.23
20240517094014,0.49,1008.06,30.46,79.59,24037.52
20240517095014,0.32,1008.36,30.45,80.14,28280.16
20240517100014,0.47,1007.9,32.0,69.47,27714.78
20240517101014,0.45,1008.35,36.41,51.28,50066.11
20240517102014,0.76,1008.4,35.06,51.41,42384.98
20240517103014,0.66,1007.64,39.39,37.65,53278.88
20240517104014,0.91,1007.65,39.59,35.87,58316.4
20240517105014,1.28,1007.51,38.66,36.88,54795.3
20240517110014,1.31,1006.86,39.84,35.04,56507.27
20240517111014,0.17,1009.33,27.15,85.91,15329.94
20240517112014,0.14,1008.51,32.11,64.92,25210.34
20240517113014,0.25,1008.49,34.6,58.2,34494.9
20240517114014,0.09,1010.03,29.73,71.94,26467.01
20240517115014,0.17,1010.02,30.11,68.12,27450.84
20240517120014,0.14,1009.78,33.24,57.76,39658.79
20240517121014,0.11,1010.27,36.01,47.39,57956.01
20240517122014,0.16,1009.32,37.47,42.89,53863.48
20240517123014,0.13,1009.02,40.96,33.69,70793.81
20240517124014,0.07,1010.17,39.65,34.46,73806.89
20240517125014,0.02,1009.45,41.63,31.02,75094.31
20240517130014,0.01,1009.62,41.47,31.15,76075.58
20240517131014,1.14,1010.26,26.59,65.89,14800.06
20240517132014,1.94,1009.02,29.55,54.63,18052.93
20240517133014,1.71,1010.59,31.83,48.44,43656.59
20240517134014,1.74,1009.33,28.81,57.09,18502.31
20240517135014,1.32,1009.82,30.71,51.69,28332.38
20240517140014,1.75,1009.81,31.69,49.03,34828.54
20240517141014,1.67,1009.99,34.16,41.31,49711.88
20240517142014,1.5,1008.94,35.78,38.82,44818.59
20240517143014,1.57,1008.2,39.04,32.15,58538.64
20240517144014,1.96,1008.12,39.28,30.21,66805.33
20240517145014,2.05,1008.48,40.28,28.04,76761.65
20240517150014,2.23,1008.36,41.89,25.34,88876.18
20240517151014,1.33,1009.59,26.97,54.8,10218.49
20240517152014,1.14,1006.88,32.92,44.44,4762.95
20240517153014,1.5,1009.52,36.93,34.28,56967.7
20240517154014,1.4,1009.09,31.8,49.73,21605.83
20240517155014,0.89,1009.44,31.94,48.95,24268.06
20240517160014,1.39,1009.64,32.12,47.5,31784.64
20240517161014,1.71,1009.85,33.28,39.02,48066.8
20240517162014,1.24,1007.3,33.88,37.4,15902.53
20240517163014,1.4,1005.08,39.1,28.38,20159.53
20240517164014,1.47,1003.34,40.79,25.17,21922.51
20240517165014,1.24,1003.37,41.13,25.58,26838.68
20240704090014,-0.0,1001.68,48.94,34.55,57405.79
20240704091014,-0.04,1007.33,31.36,71.88,17360.97
20240704092014,-0.06,1006.76,33.77,62.3,14477.21
20240704093014,0.06,1007.22,34.44,60.53,19975.1
20240704094014,0.03,1007.68,34.47,59.17,25461.43
20240704095014,0.05,1007.39,35.47,55.48,29045.56
20240704100014,0.04,1007.14,36.23,52.84,30836.74
20240704101014,0.04,1007.38,36.43,50.94,34367.26
20240704102014,0.06,1007.01,37.1,49.14,32990.53
20240704103014,0.05,1006.99,37.77,47.41,36582.98
20240704104014,0.04,1006.97,38.07,45.88,37554.19
20240704105014,0.06,1006.9,39.13,41.85,40831.58
20240704110014,0.02,1006.67,40.0,39.43,42684.75
20240704111014,0.0,1004.84,39.46,53.99,27838.24
20240704112014,0.02,1004.24,41.72,46.56,38504.0
20240704113014,0.03,1004.22,42.05,43.88,37625.81
20240704114014,0.0,1004.38,42.62,41.83,42228.18
20240704115014,0.0,1004.47,43.69,39.03,48307.03
20240704120014,0.0,1004.65,44.11,36.68,51427.7
20240704121014,-0.01,1004.8,44.24,35.17,52558.45
20240704122014,-0.01,1004.35,45.7,32.53,55238.44
20240704123014,0.0,1004.59,46.1,31.91,62914.61
20240704124014,-0.01,1004.79,46.28,31.26,66333.92
20240704125014,0.01,1004.79,47.3,29.04,72238.16
20240704130014,0.01,1004.96,48.19,27.73,78620.04
20240704131014,0.6,1004.6,37.72,46.61,18143.57
20240704132014,1.21,1000.89,41.44,38.18,3842.57
20240704133014,1.09,1000.43,44.49,33.48,20484.29
20240704134014,1.09,1000.81,42.11,37.9,5423.36
20240704135014,1.58,1000.5,42.49,37.46,8788.6
20240704140014,1.67,999.05,43.51,34.54,5327.2
20240704141014,1.83,998.18,45.56,28.89,12320.96
20240704142014,1.51,997.26,47.97,25.64,9600.23
20240704143014,1.42,997.06,47.36,29.97,7189.16
20240704144014,1.53,997.03,47.54,27.6,7960.4
20240704145014,1.26,996.86,48.29,28.3,9554.41
20240704150014,1.21,997.65,48.44,27.44,18459.98
20240704151014,0.84,998.83,45.31,34.23,13275.67
20240704152014,0.72,999.05,45.44,33.49,11434.26
20240704153014,0.64,998.85,47.47,27.98,17865.39
20240704154014,0.7,1000.21,47.26,28.75,33936.74
20240704155014,0.72,1001.24,46.43,28.32,36119.36
20240704160014,0.67,1001.16,47.2,27.85,37039.98
20240704161014,0.61,1001.15,48.39,25.01,44713.76
20240704162014,0.51,1000.84,49.15,24.19,45609.53
20240704163014,0.59,1000.87,49.02,24.86,48940.36
20240704164014,0.56,1000.92,49.61,24.12,52828.59
20240704165014,0.53,1001.18,49.82,24.01,58088.19
20240715090014,-0.01,1002.54,46.89,37.06,53652.4
20240715091014,-0.02,1007.95,30.78,70.61,16908.68
20240715092014,-0.05,1006.97,33.94,58.64,14603.9
20240715093014,0.04,1007.35,34.85,57.41,21147.51
20240715094014,0.03,1007.62,35.42,54.38,27601.02
20240715095014,0.04,1006.88,37.1,48.6,28897.28
20240715100014,0.04,1006.59,37.08,48.2,27422.94
20240715101014,0.04,1006.35,38.15,44.51,30738.98
20240715102014,0.05,1006.3,38.6,41.85,31747.13
20240715103014,0.04,1006.72,38.58,41.54,35630.78
20240715104014,0.01,1006.78,38.16,43.16,33583.25
20240715105014,0.03,1006.86,39.34,40.94,40331.47
20240715110014,0.02,1006.94,39.07,41.97,40188.96
20240715111014,0.46,1005.48,33.88,63.66,6991.57
