Serial,Datetime,Date,Month,Hour,Minute,DeviceID,Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),ElevationAngle(degree),Azimuth(degree)
20240628153009,2024-06-28 15:30:00,2024-06-28,6,15,30,9,1005.1505,33.307392,61.455093,8574.445,41.42,240.56
20240628154009,2024-06-28 15:40:00,2024-06-28,6,15,40,9,1005.17615,33.314213,61.437283,8639.43,39.17,243.4
20240628155009,2024-06-28 15:50:00,2024-06-28,6,15,50,9,1005.18414,33.326344,61.400143,8719.225,36.93,246.25
20240628160009,2024-06-28 16:00:00,2024-06-28,6,16,0,9,1005.1918,33.339184,61.356354,8805.194,34.69,249.09
20240628161009,2024-06-28 16:10:00,2024-06-28,6,16,10,9,1005.19885,33.354916,61.29807,8908.33,32.46,251.93
20240628162009,2024-06-28 16:20:00,2024-06-28,6,16,20,9,1005.2043,33.37231,61.235363,9004.849,30.24,254.77
20240628163009,2024-06-28 16:30:00,2024-06-28,6,16,30,9,1005.2104,33.391525,61.162224,9109.903,28.02,257.62
20240628164009,2024-06-28 16:40:00,2024-06-28,6,16,40,9,1005.21625,33.41364,61.082478,9229.845,25.81,260.46
20240628165009,2024-06-28 16:50:00,2024-06-28,6,16,50,9,1005.2208,33.438297,60.992905,9363.26,23.6,263.3
20240717090009,2024-07-17 09:00:00,2024-07-17,7,9,0,9,1003.54944,35.655083,50.077583,23783.58,48.46,129.29
20240717091009,2024-07-17 09:10:00,2024-07-17,7,9,10,9,1003.5319,35.705315,49.950115,24094.777,50.74,132.11
20240717092009,2024-07-17 09:20:00,2024-07-17,7,9,20,9,1003.51447,35.755756,49.82287,24377.027,53.02,134.94
20240717093009,2024-07-17 09:30:00,2024-07-17,7,9,30,9,1003.4972,35.79892,49.70647,23327.932,55.3,137.76
20240717094009,2024-07-17 09:40:00,2024-07-17,7,9,40,9,1003.48047,35.81448,49.64627,22091.238,57.58,140.59
20240717095009,2024-07-17 09:50:00,2024-07-17,7,9,50,9,1003.464,35.8012,49.65136,20797.58,59.87,143.41
20240717100009,2024-07-17 10:00:00,2024-07-17,7,10,0,9,1003.44696,35.754642,49.738014,19575.838,62.15,146.24
20240717101009,2024-07-17 10:10:00,2024-07-17,7,10,10,9,1003.4293,35.671196,49.910847,18206.14,64.44,149.06
20240717102009,2024-07-17 10:20:00,2024-07-17,7,10,20,9,1003.41113,35.551556,50.1642,16741.99,66.72,151.89
20240717103009,2024-07-17 10:30:00,2024-07-17,7,10,30,9,1003.39355,35.416004,50.46041,15613.958,69.01,154.71
20240717104009,2024-07-17 10:40:00,2024-07-17,7,10,40,9,1003.37726,35.279587,50.765835,14168.698,71.28,157.54
20240717105009,2024-07-17 10:50:00,2024-07-17,7,10,50,9,1003.36115,35.125286,51.105373,12607.347,73.56,160.36
20240717110009,2024-07-17 11:00:00,2024-07-17,7,11,0,9,1003.34564,34.963436,51.462154,11102.574,75.82,163.19
20240717111009,2024-07-17 11:10:00,2024-07-17,7,11,10,9,1003.33124,34.816135,51.806572,9721.179,78.07,166.01
20240717112009,2024-07-17 11:20:00,2024-07-17,7,11,20,9,1003.3189,34.70968,52.06621,9489.327,80.28,168.84
20240717113009,2024-07-17 11:30:00,2024-07-17,7,11,30,9,1003.30817,34.645714,52.232548,9522.235,82.45,171.67
20240717114009,2024-07-17 11:40:00,2024-07-17,7,11,40,9,1003.2995,34.601418,52.363018,9564.608,84.49,174.49
20240717115009,2024-07-17 11:50:00,2024-07-17,7,11,50,9,1003.2924,34.57378,52.453247,9620.628,86.21,177.32
20240717120009,2024-07-17 12:00:00,2024-07-17,7,12,0,9,1003.2869,34.55498,52.529396,9691.895,87.0,180.14
20240717121009,2024-07-17 12:10:00,2024-07-17,7,12,10,9,1003.2825,34.546963,52.57972,9775.71,86.21,182.97
20240717122009,2024-07-17 12:20:00,2024-07-17,7,12,20,9,1003.2791,34.54344,52.61442,9866.215,84.49,185.79
20240717123009,2024-07-17 12:30:00,2024-07-17,7,12,30,9,1003.27673,34.541428,52.652637,9959.939,82.45,188.62
20240717124009,2024-07-17 12:40:00,2024-07-17,7,12,40,9,1003.2754,34.541584,52.693485,10045.459,80.28,191.44
20240717125009,2024-07-17 12:50:00,2024-07-17,7,12,50,9,1003.2738,34.54074,52.74035,10108.238,78.07,194.27
20240717130009,2024-07-17 13:00:00,2024-07-17,7,13,0,9,1003.2727,34.540047,52.787605,10178.359,75.82,197.09
20240717131009,2024-07-17 13:10:00,2024-07-17,7,13,10,9,1003.27136,34.54138,52.816555,10231.691,73.56,199.92
20240717132009,2024-07-17 13:20:00,2024-07-17,7,13,20,9,1003.27106,34.53883,52.85015,10273.034,71.28,202.74
20240717133009,2024-07-17 13:30:00,2024-07-17,7,13,30,9,1003.271,34.53547,52.88507,10336.561,69.01,205.57
20240717134009,2024-07-17 13:40:00,2024-07-17,7,13,40,9,1003.27167,34.533916,52.913887,10401.197,66.72,208.39
20240717135009,2024-07-17 13:50:00,2024-07-17,7,13,50,9,1003.2725,34.534874,52.938675,10481.306,64.44,211.22
20240717140009,2024-07-17 14:00:00,2024-07-17,7,14,0,9,1003.2741,34.539516,52.95544,10571.933,62.15,214.04
20240717141009,2024-07-17 14:10:00,2024-07-17,7,14,10,9,1003.2753,34.540592,52.98118,10654.625,59.87,216.87
20240717142009,2024-07-17 14:20:00,2024-07-17,7,14,20,9,1003.27637,34.543644,52.992786,10756.906,57.58,219.7
20240717143009,2024-07-17 14:30:00,2024-07-17,7,14,30,9,1003.2786,34.548347,52.99072,10872.072,55.3,222.52
20240717144009,2024-07-17 14:40:00,2024-07-17,7,14,40,9,1003.282,34.555103,52.979443,10996.496,53.02,225.35
20240717145009,2024-07-17 14:50:00,2024-07-17,7,14,50,9,1003.28564,34.5635,52.96568,11115.507,50.74,228.17
20240717150009,2024-07-17 15:00:00,2024-07-17,7,15,0,9,1003.2899,34.57199,52.953674,11211.511,48.46,231.0
20240717151009,2024-07-17 15:10:00,2024-07-17,7,15,10,9,1003.294,34.584072,52.923626,11298.927,46.18,233.82
20240717152009,2024-07-17 15:20:00,2024-07-17,7,15,20,9,1003.2982,34.598244,52.885117,11408.985,43.91,236.65
20240717153009,2024-07-17 15:30:00,2024-07-17,7,15,30,9,1003.3023,34.61608,52.832058,11531.184,41.64,239.47
20240717154009,2024-07-17 15:40:00,2024-07-17,7,15,40,9,1003.30664,34.63604,52.765556,11666.319,39.38,242.3
20240717155009,2024-07-17 15:50:00,2024-07-17,7,15,50,9,1003.3117,34.658043,52.69488,11817.459,37.12,245.12
20240717160009,2024-07-17 16:00:00,2024-07-17,7,16,0,9,1003.3172,34.682877,52.61169,11961.886,34.86,247.95
20240717161009,2024-07-17 16:10:00,2024-07-17,7,16,10,9,1003.32214,34.707394,52.529644,12105.467,32.61,250.77
20240717162009,2024-07-17 16:20:00,2024-07-17,7,16,20,9,1003.3264,34.733047,52.442635,12254.905,30.36,253.6
20240717163009,2024-07-17 16:30:00,2024-07-17,7,16,30,9,1003.3303,34.762238,52.3424,12426.763,28.12,256.42
20240717164009,2024-07-17 16:40:00,2024-07-17,7,16,40,9,1003.3328,34.794743,52.231823,12608.745,25.89,259.25
20240717165009,2024-07-17 16:50:00,2024-07-17,7,16,50,9,1003.33405,34.828964,52.118862,12800.349,23.66,262.07
20240316090010,2024-03-16 09:00:00,2024-03-16,3,9,0,10,1016.8638,23.07997,62.950886,13786.95,38.72,134.94
20240316091010,2024-03-16 09:10:00,2024-03-16,3,9,10,10,1016.8241,23.13451,62.710777,13827.671,40.79,137.41
20240316092010,2024-03-16 09:20:00,2024-03-16,3,9,20,10,1016.7854,23.174103,62.518085,13827.387,42.84,139.88
20240316093010,2024-03-16 09:30:00,2024-03-16,3,9,30,10,1016.7461,23.205189,62.354965,13779.966,44.84,142.35
20240316094010,2024-03-16 09:40:00,2024-03-16,3,9,40,10,1016.7079,23.212463,62.27311,13621.877,46.8,144.82
20240316095010,2024-03-16 09:50:00,2024-03-16,3,9,50,10,1016.6698,23.200016,62.252922,13437.388,48.71,147.29
20240316100010,2024-03-16 10:00:00,2024-03-16,3,10,0,10,1016.6307,23.173557,62.28407,13205.876,50.57,149.76
20240316101010,2024-03-16 10:10:00,2024-03-16,3,10,10,10,1016.59045,23.146965,62.343777,12975.547,52.36,152.23
20240316102010,2024-03-16 10:20:00,2024-03-16,3,10,20,10,1016.5518,23.099527,62.477566,12629.366,54.08,154.69
20240316103010,2024-03-16 10:30:00,2024-03-16,3,10,30,10,1016.514,23.039433,62.642014,12287.689,55.71,157.16
20240316104010,2024-03-16 10:40:00,2024-03-16,3,10,40,10,1016.478,22.960297,62.858555,11760.396,57.24,159.63
20240316105010,2024-03-16 10:50:00,2024-03-16,3,10,50,10,1016.44244,22.88376,63.086193,11346.881,58.66,162.1
20240316110010,2024-03-16 11:00:00,2024-03-16,3,11,0,10,1016.40717,22.840298,63.278862,11117.293,59.95,164.57
20240316111010,2024-03-16 11:10:00,2024-03-16,3,11,10,10,1016.3732,22.797136,63.47988,10801.914,61.09,167.04
20240316112010,2024-03-16 11:20:00,2024-03-16,3,11,20,10,1016.3421,22.742828,63.72292,10574.318,62.07,169.51
20240316113010,2024-03-16 11:30:00,2024-03-16,3,11,30,10,1016.31226,22.705011,63.935104,10465.159,62.86,171.98
20240316114010,2024-03-16 11:40:00,2024-03-16,3,11,40,10,1016.285,22.679825,64.09913,10377.915,63.46,174.45
20240316115010,2024-03-16 11:50:00,2024-03-16,3,11,50,10,1016.26,22.659946,64.24132,10318.873,63.84,176.91
20240316120010,2024-03-16 12:00:00,2024-03-16,3,12,0,10,1016.23627,22.646528,64.37839,10308.319,64.0,179.38
20240316121010,2024-03-16 12:10:00,2024-03-16,3,12,10,10,1016.21436,22.636997,64.51281,10309.456,63.93,181.85
20240316122010,2024-03-16 12:20:00,2024-03-16,3,12,20,10,1016.1942,22.632185,64.64945,10332.022,63.63,184.32
20240316123010,2024-03-16 12:30:00,2024-03-16,3,12,30,10,1016.1754,22.632147,64.75899,10384.617,63.12,186.79
20240316124010,2024-03-16 12:40:00,2024-03-16,3,12,40,10,1016.1589,22.635483,64.84742,10444.057,62.41,189.26
20240316125010,2024-03-16 12:50:00,2024-03-16,3,12,50,10,1016.1457,22.64139,64.91858,10499.779,61.5,191.73
20240316130010,2024-03-16 13:00:00,2024-03-16,3,13,0,10,1016.1353,22.64775,64.98425,10555.292,60.42,194.2
20240316131010,2024-03-16 13:10:00,2024-03-16,3,13,10,10,1016.11176,22.663069,64.998146,10620.054,59.19,196.66
20240316132010,2024-03-16 13:20:00,2024-03-16,3,13,20,10,1016.1064,22.665009,65.057106,10590.659,57.82,199.13
20240316133010,2024-03-16 13:30:00,2024-03-16,3,13,30,10,1016.1043,22.655945,65.1553,10489.135,56.33,201.6
20240316134010,2024-03-16 13:40:00,2024-03-16,3,13,40,10,1016.1047,22.635445,65.284744,10364.366,54.74,204.07
20240316135010,2024-03-16 13:50:00,2024-03-16,3,13,50,10,1016.107,22.620934,65.39959,10388.612,53.06,206.54
20240316140010,2024-03-16 14:00:00,2024-03-16,3,14,0,10,1016.1106,22.62116,65.42262,10413.8545,51.29,209.01
20240316141010,2024-03-16 14:10:00,2024-03-16,3,14,10,10,1016.1155,22.623226,65.40505,10399.62,49.46,211.48
20240316142010,2024-03-16 14:20:00,2024-03-16,3,14,20,10,1016.12134,22.622252,65.36599,10379.059,47.57,213.95
20240316143010,2024-03-16 14:30:00,2024-03-16,3,14,30,10,1016.1289,22.623425,65.32995,10398.736,45.63,216.41
20240316144010,2024-03-16 14:40:00,2024-03-16,3,14,40,10,1016.13824,22.626411,65.28516,10419.548,43.64,218.88
20240316145010,2024-03-16 14:50:00,2024-03-16,3,14,50,10,1016.1492,22.624378,65.261345,10339.714,41.61,221.35
20240316150010,2024-03-16 15:00:00,2024-03-16,3,15,0,10,1016.1611,22.595804,65.31392,10085.625,39.55,223.82
20240316151010,2024-03-16 15:10:00,2024-03-16,3,15,10,10,1016.1732,22.569883,65.360374,10014.2,37.46,226.29
20240316152010,2024-03-16 15:20:00,2024-03-16,3,15,20,10,1016.18616,22.558338,65.38393,10044.284,35.35,228.76
20240316153010,2024-03-16 15:30:00,2024-03-16,3,15,30,10,1016.1992,22.556263,65.37963,10082.227,33.21,231.23
20240316154010,2024-03-16 15:40:00,2024-03-16,3,15,40,10,1016.21216,22.562351,65.334206,10124.842,31.04,233.7
20240316155010,2024-03-16 15:50:00,2024-03-16,3,15,50,10,1016.2249,22.572441,65.26567,10161.401,28.87,236.17
20240316160010,2024-03-16 16:00:00,2024-03-16,3,16,0,10,1016.2379,22.58695,65.17116,10232.225,26.67,238.63
20240316161010,2024-03-16 16:10:00,2024-03-16,3,16,10,10,1016.2507,22.604845,65.05756,10332.668,24.46,241.1
20240316162010,2024-03-16 16:20:00,2024-03-16,3,16,20,10,1016.2621,22.629572,64.92872,10459.163,22.24,243.57
20240316163010,2024-03-16 16:30:00,2024-03-16,3,16,30,10,1016.2734,22.658062,64.79415,10594.783,20.01,246.04
20240316164010,2024-03-16 16:40:00,2024-03-16,3,16,40,10,1016.2839,22.689856,64.647736,10748.588,17.77,248.51
20240316165010,2024-03-16 16:50:00,2024-03-16,3,16,50,10,1016.29333,22.726936,64.48682,10912.181,15.51,250.98
20240324090010,2024-03-24 09:00:00,2024-03-24,3,9,0,10,1015.6201,25.957293,54.69777,23610.791,41.27,134.75
20240324091010,2024-03-24 09:10:00,2024-03-24,3,9,10,10,1015.57367,25.940111,54.722183,23730.348,43.4,137.27
20240324092010,2024-03-24 09:20:00,2024-03-24,3,9,20,10,1015.5268,25.91503,54.768185,23763.045,45.51,139.78
20240324093010,2024-03-24 09:30:00,2024-03-24,3,9,30,10,1015.47974,25.888008,54.839775,23754.293,47.59,142.3
20240324094010,2024-03-24 09:40:00,2024-03-24,3,9,40,10,1015.4325,25.855759,54.918186,23668.912,49.63,144.81
20240324095010,2024-03-24 09:50:00,2024-03-24,3,9,50,10,1015.3856,25.806213,55.038105,23524.283,51.64,147.32
20240324100010,2024-03-24 10:00:00,2024-03-24,3,10,0,10,1015.3399,25.746008,55.17265,23271.076,53.59,149.84
20240324101010,2024-03-24 10:10:00,2024-03-24,3,10,10,10,1015.2945,25.676508,55.34912,22921.586,55.48,152.35
20240324102010,2024-03-24 10:20:00,2024-03-24,3,10,20,10,1015.25073,25.575935,55.585102,22363.795,57.31,154.86
20240324103010,2024-03-24 10:30:00,2024-03-24,3,10,30,10,1015.2083,25.473602,55.836334,21856.629,59.05,157.38
20240324104010,2024-03-24 10:40:00,2024-03-24,3,10,40,10,1015.16736,25.363926,56.096924,21303.945,60.7,159.89
20240324105010,2024-03-24 10:50:00,2024-03-24,3,10,50,10,1015.1278,25.268341,56.333946,20812.018,62.24,162.4
20240324110010,2024-03-24 11:00:00,2024-03-24,3,11,0,10,1015.08984,25.163933,56.59007,20216.06,63.64,164.92
20240324111010,2024-03-24 11:10:00,2024-03-24,3,11,10,10,1015.054,25.05968,56.851944,19649.697,64.89,167.43
20240324112010,2024-03-24 11:20:00,2024-03-24,3,11,20,10,1015.02057,24.958881,57.113235,19098.56,65.97,169.95
20240324113010,2024-03-24 11:30:00,2024-03-24,3,11,30,10,1014.98975,24.84886,57.383427,18436.71,66.83,172.46
20240324114010,2024-03-24 11:40:00,2024-03-24,3,11,40,10,1014.96014,24.75271,57.641125,17954.201,67.47,174.97
20240324115010,2024-03-24 11:50:00,2024-03-24,3,11,50,10,1014.93097,24.694517,57.844814,17667.178,67.87,177.49
20240324120010,2024-03-24 12:00:00,2024-03-24,3,12,0,10,1014.90375,24.654902,57.994205,17324.023,68.0,180.0
20240324121010,2024-03-24 12:10:00,2024-03-24,3,12,10,10,1014.87915,24.609213,58.16071,16827.943,67.87,182.51
20240324122010,2024-03-24 12:20:00,2024-03-24,3,12,20,10,1014.8566,24.570572,58.309517,16328.216,67.47,185.03
20240324123010,2024-03-24 12:30:00,2024-03-24,3,12,30,10,1014.83673,24.523167,58.47184,15897.143,66.83,187.54
20240324124010,2024-03-24 12:40:00,2024-03-24,3,12,40,10,1014.8199,24.4814,58.62063,15529.505,65.97,190.05
20240324125010,2024-03-24 12:50:00,2024-03-24,3,12,50,10,1014.8053,24.437012,58.779057,15157.081,64.89,192.57
20240324130010,2024-03-24 13:00:00,2024-03-24,3,13,0,10,1014.7931,24.396742,58.927956,14799.443,63.64,195.08
20240324131010,2024-03-24 13:10:00,2024-03-24,3,13,10,10,1014.7834,24.355007,59.08237,14481.179,62.24,197.6
20240324132010,2024-03-24 13:20:00,2024-03-24,3,13,20,10,1014.77655,24.336987,59.180878,14341.514,60.7,200.11
20240324133010,2024-03-24 13:30:00,2024-03-24,3,13,30,10,1014.773,24.31909,59.27865,14111.108,59.05,202.62
20240324134010,2024-03-24 13:40:00,2024-03-24,3,13,40,10,1014.77277,24.301779,59.3832,14057.811,57.31,205.14
20240324135010,2024-03-24 13:50:00,2024-03-24,3,13,50,10,1014.77325,24.2969,59.44573,14063.548,55.48,207.65
20240324140010,2024-03-24 14:00:00,2024-03-24,3,14,0,10,1014.77625,24.290293,59.49135,14045.918,53.59,210.16
20240324141010,2024-03-24 14:10:00,2024-03-24,3,14,10,10,1014.7816,24.287216,59.52625,14073.775,51.64,212.68
20240324142010,2024-03-24 14:20:00,2024-03-24,3,14,20,10,1014.7889,24.295574,59.530006,14172.341,49.63,215.19
20240324143010,2024-03-24 14:30:00,2024-03-24,3,14,30,10,1014.7974,24.312607,59.519756,14310.403,47.59,217.7
20240324144010,2024-03-24 14:40:00,2024-03-24,3,14,40,10,1014.80756,24.33037,59.489166,14437.837,45.51,220.22
20240324145010,2024-03-24 14:50:00,2024-03-24,3,14,50,10,1014.81903,24.348003,59.458775,14573.1045,43.4,222.73
20240324150010,2024-03-24 15:00:00,2024-03-24,3,15,0,10,1014.8306,24.36646,59.427456,14708.243,41.27,225.25
20240324151010,2024-03-24 15:10:00,2024-03-24,3,15,10,10,1014.8432,24.383638,59.397614,14837.385,39.11,227.76
20240324152010,2024-03-24 15:20:00,2024-03-24,3,15,20,10,1014.8554,24.406713,59.329937,14976.826,36.93,230.27
20240324153010,2024-03-24 15:30:00,2024-03-24,3,15,30,10,1014.86847,24.43048,59.26902,15157.377,34.73,232.79
20240324154010,2024-03-24 15:40:00,2024-03-24,3,15,40,10,1014.8817,24.455238,59.197376,15354.757,32.52,235.3
20240324155010,2024-03-24 15:50:00,2024-03-24,3,15,50,10,1014.8936,24.484598,59.11128,15570.392,30.29,237.81
20240324160010,2024-03-24 16:00:00,2024-03-24,3,16,0,10,1014.9057,24.516943,58.998806,15814.05,28.05,240.33
20240324161010,2024-03-24 16:10:00,2024-03-24,3,16,10,10,1014.9171,24.556797,58.866695,16073.531,25.81,242.84
20240324162010,2024-03-24 16:20:00,2024-03-24,3,16,20,10,1014.92773,24.60102,58.71938,16350.593,23.55,245.36
20240324163010,2024-03-24 16:30:00,2024-03-24,3,16,30,10,1014.9375,24.655376,58.532448,16646.88,21.29,247.87
20240324164010,2024-03-24 16:40:00,2024-03-24,3,16,40,10,1014.94653,24.711946,58.342,16960.732,19.02,250.38
20240324165010,2024-03-24 16:50:00,2024-03-24,3,16,50,10,1014.9543,24.771904,58.13333,17289.766,16.75,252.9
20240412090010,2024-04-12 09:00:00,2024-04-12,4,9,0,10,1014.33923,27.552465,80.423805,16845.246,45.88,134.02
20240412091010,2024-04-12 09:10:00,2024-04-12,4,9,10,10,1014.3125,27.570156,80.43103,16985.475,48.1,136.65
20240412092010,2024-04-12 09:20:00,2024-04-12,4,9,20,10,1014.2847,27.583145,80.432655,17080.844,50.31,139.29
20240412093010,2024-04-12 09:30:00,2024-04-12,4,9,30,10,1014.2559,27.58321,80.466385,17127.775,52.51,141.92
20240412094010,2024-04-12 09:40:00,2024-04-12,4,9,40,10,1014.22614,27.578207,80.513535,17142.547,54.67,144.56
20240412095010,2024-04-12 09:50:00,2024-04-12,4,9,50,10,1014.19617,27.5706,80.57056,17085.346,56.82,147.19
20240412100010,2024-04-12 10:00:00,2024-04-12,4,10,0,10,1014.1653,27.5586,80.61834,16945.113,58.92,149.83
20240412101010,2024-04-12 10:10:00,2024-04-12,4,10,10,10,1014.1362,27.529612,80.69067,16756.283,60.99,152.46
20240412102010,2024-04-12 10:20:00,2024-04-12,4,10,20,10,1014.1089,27.498354,80.760544,16515.572,63.0,155.1
20240412103010,2024-04-12 10:30:00,2024-04-12,4,10,30,10,1014.0826,27.45575,80.847015,16237.977,64.95,157.73
20240412104010,2024-04-12 10:40:00,2024-04-12,4,10,40,10,1014.0574,27.407885,80.92799,15923.093,66.82,160.37
20240412105010,2024-04-12 10:50:00,2024-04-12,4,10,50,10,1014.03503,27.359299,80.99698,15561.953,68.58,163.0
20240412110010,2024-04-12 11:00:00,2024-04-12,4,11,0,10,1014.0139,27.320187,81.07532,15176.233,70.21,165.64
20240412111010,2024-04-12 11:10:00,2024-04-12,4,11,10,10,1013.9921,27.261995,81.17536,14776.756,71.68,168.27
20240412112010,2024-04-12 11:20:00,2024-04-12,4,11,20,10,1013.97034,27.205719,81.27589,14461.501,72.94,170.91
20240412113010,2024-04-12 11:30:00,2024-04-12,4,11,30,10,1013.9488,27.145906,81.374,14200.827,73.94,173.54
20240412114010,2024-04-12 11:40:00,2024-04-12,4,11,40,10,1013.92755,27.10971,81.43887,13952.994,74.63,176.18
20240412115010,2024-04-12 11:50:00,2024-04-12,4,11,50,10,1013.90753,27.055052,81.53142,13513.703,74.97,178.81
20240412120010,2024-04-12 12:00:00,2024-04-12,4,12,0,10,1013.8876,26.993073,81.63791,13060.327,74.93,181.45
20240412121010,2024-04-12 12:10:00,2024-04-12,4,12,10,10,1013.86993,26.92911,81.73869,12536.978,74.52,184.08
20240412122010,2024-04-12 12:20:00,2024-04-12,4,12,20,10,1013.8541,26.855967,81.862976,12185.399,73.76,186.72
20240412123010,2024-04-12 12:30:00,2024-04-12,4,12,30,10,1013.8398,26.82595,81.92498,12161.919,72.71,189.35
20240412124010,2024-04-12 12:40:00,2024-04-12,4,12,40,10,1013.8272,26.815172,81.92842,12146.815,71.4,191.99
20240412125010,2024-04-12 12:50:00,2024-04-12,4,12,50,10,1013.8151,26.818127,81.908035,12170.633,69.9,194.62
20240412130010,2024-04-12 13:00:00,2024-04-12,4,13,0,10,1013.80597,26.81524,81.897095,12027.782,68.24,197.26
20240412131010,2024-04-12 13:10:00,2024-04-12,4,13,10,10,1013.7991,26.778753,81.94155,11687.388,66.45,199.89
20240412132010,2024-04-12 13:20:00,2024-04-12,4,13,20,10,1013.7935,26.760256,81.979355,11672.19,64.57,202.53
20240412133010,2024-04-12 13:30:00,2024-04-12,4,13,30,10,1013.79095,26.750677,81.99254,11610.736,62.6,205.16
20240412134010,2024-04-12 13:40:00,2024-04-12,4,13,40,10,1013.7904,26.749788,81.99655,11626.988,60.58,207.8
20240412135010,2024-04-12 13:50:00,2024-04-12,4,13,50,10,1013.79004,26.750965,81.99398,11646.42,58.5,210.43
20240412140010,2024-04-12 14:00:00,2024-04-12,4,14,0,10,1013.7916,26.744804,82.02892,11664.514,56.39,213.07
20240412141010,2024-04-12 14:10:00,2024-04-12,4,14,10,10,1013.79504,26.74178,82.06008,11688.049,54.24,215.7
20240412142010,2024-04-12 14:20:00,2024-04-12,4,14,20,10,1013.79926,26.742996,82.0862,11737.645,52.07,218.34
20240412143010,2024-04-12 14:30:00,2024-04-12,4,14,30,10,1013.80396,26.748268,82.11181,11786.087,49.87,220.97
20240412144010,2024-04-12 14:40:00,2024-04-12,4,14,40,10,1013.80994,26.754065,82.119415,11812.901,47.66,223.61
20240412145010,2024-04-12 14:50:00,2024-04-12,4,14,50,10,1013.8186,26.755053,82.15385,11808.615,45.43,226.25
20240412150010,2024-04-12 15:00:00,2024-04-12,4,15,0,10,1013.8275,26.757658,82.18532,11854.876,43.19,228.88
20240412151010,2024-04-12 15:10:00,2024-04-12,4,15,10,10,1013.8358,26.766428,82.201675,11924.545,40.94,231.52
20240412152010,2024-04-12 15:20:00,2024-04-12,4,15,20,10,1013.8448,26.777603,82.19956,11989.02,38.68,234.15
20240412153010,2024-04-12 15:30:00,2024-04-12,4,15,30,10,1013.85486,26.784845,82.19414,12067.86,36.41,236.79
20240412154010,2024-04-12 15:40:00,2024-04-12,4,15,40,10,1013.8641,26.797934,82.175606,12168.3955,34.14,239.42
20240412155010,2024-04-12 15:50:00,2024-04-12,4,15,50,10,1013.8724,26.81657,82.1342,12296.351,31.86,242.06
20240412160010,2024-04-12 16:00:00,2024-04-12,4,16,0,10,1013.8807,26.84122,82.074844,12445.906,29.58,244.69
20240412161010,2024-04-12 16:10:00,2024-04-12,4,16,10,10,1013.88855,26.86958,82.01348,12600.251,27.3,247.33
20240412162010,2024-04-12 16:20:00,2024-04-12,4,16,20,10,1013.8952,26.90214,81.92453,12767.537,25.01,249.96
20240412163010,2024-04-12 16:30:00,2024-04-12,4,16,30,10,1013.90027,26.935797,81.842125,12944.055,22.73,252.6
20240412164010,2024-04-12 16:40:00,2024-04-12,4,16,40,10,1013.9034,26.975847,81.74182,13151.118,20.44,255.23
20240412165010,2024-04-12 16:50:00,2024-04-12,4,16,50,10,1013.9052,27.017843,81.629845,13358.125,18.16,257.87
20240419090010,2024-04-19 09:00:00,2024-04-19,4,9,0,10,1008.3243,31.787256,74.0867,21184.348,46.93,133.6
20240419091010,2024-04-19 09:10:00,2024-04-19,4,9,10,10,1008.31366,31.747616,74.21094,21371.059,49.18,136.28
20240419092010,2024-04-19 09:20:00,2024-04-19,4,9,20,10,1008.30164,31.707428,74.33075,21553.877,51.41,138.96
20240419093010,2024-04-19 09:30:00,2024-04-19,4,9,30,10,1008.2881,31.670708,74.39924,21725.727,53.63,141.64
20240419094010,2024-04-19 09:40:00,2024-04-19,4,9,40,10,1008.27094,31.648916,74.4038,21821.217,55.83,144.33
20240419095010,2024-04-19 09:50:00,2024-04-19,4,9,50,10,1008.2524,31.61695,74.45,21856.55,58.01,147.01
20240419100010,2024-04-19 10:00:00,2024-04-19,4,10,0,10,1008.2308,31.580566,74.52472,21863.922,60.16,149.69
20240419101010,2024-04-19 10:10:00,2024-04-19,4,10,10,10,1008.2083,31.543774,74.57092,21810.803,62.28,152.37
20240419102010,2024-04-19 10:20:00,2024-04-19,4,10,20,10,1008.1849,31.516977,74.61442,21736.512,64.35,155.05
20240419103010,2024-04-19 10:30:00,2024-04-19,4,10,30,10,1008.16174,31.480316,74.67007,21625.906,66.37,157.74
20240419104010,2024-04-19 10:40:00,2024-04-19,4,10,40,10,1008.1402,31.43567,74.75403,21406.37,68.31,160.42
20240419105010,2024-04-19 10:50:00,2024-04-19,4,10,50,10,1008.12,31.361622,74.91925,21151.008,70.16,163.1
20240419110010,2024-04-19 11:00:00,2024-04-19,4,11,0,10,1008.1002,31.294294,75.07701,20979.16,71.89,165.78
20240419111010,2024-04-19 11:10:00,2024-04-19,4,11,10,10,1008.0815,31.226467,75.25542,20662.223,73.46,168.47
20240419112010,2024-04-19 11:20:00,2024-04-19,4,11,20,10,1008.0654,31.119171,75.52574,20176.182,74.81,171.15
20240419113010,2024-04-19 11:30:00,2024-04-19,4,11,30,10,1008.04974,31.019432,75.78392,19796.06,75.9,173.83
20240419114010,2024-04-19 11:40:00,2024-04-19,4,11,40,10,1008.0343,30.93921,76.026985,19310.674,76.64,176.51
20240419115010,2024-04-19 11:50:00,2024-04-19,4,11,50,10,1008.0203,30.859264,76.26887,18808.96,76.98,179.2
20240419120010,2024-04-19 12:00:00,2024-04-19,4,12,0,10,1008.0087,30.773346,76.52919,18259.277,76.89,181.88
20240419121010,2024-04-19 12:10:00,2024-04-19,4,12,10,10,1007.99927,30.698902,76.76396,17973.264,76.39,184.56
