Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),ElevationAngle(degree),Azimuth(degree),Datetime,Date,Month,Hour,Minute,DeviceID,DeviceID_01,DeviceID_02,DeviceID_03,DeviceID_04,DeviceID_05,DeviceID_06,DeviceID_07,DeviceID_08,DeviceID_09,DeviceID_10,DeviceID_11,DeviceID_12,DeviceID_13,DeviceID_14,DeviceID_15,DeviceID_16,DeviceID_17
20240322073010,0.0,1014.98,18.69,76.5,3152.17,2.32,20.87,112.44,2024-03-22 07:30:00,2024-03-22,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322074010,0.03,1015.1,18.9,75.79,4416.08,4.35,23.12,114.93,2024-03-22 07:40:00,2024-03-22,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322075010,0.07,1015.1,19.56,73.55,6717.33,9.99,25.37,117.42,2024-03-22 07:50:00,2024-03-22,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322080010,0.06,1015.16,20.1,70.7,7179.33,12.0,27.61,119.92,2024-03-22 08:00:00,2024-03-22,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322081010,0.32,1015.21,23.24,59.65,9813.83,39.44,29.84,122.41,2024-03-22 08:10:00,2024-03-22,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322082010,0.16,1015.24,23.34,57.01,12366.17,48.19,32.05,124.9,2024-03-22 08:20:00,2024-03-22,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322083010,0.02,1015.19,24.79,53.28,14468.67,77.36,34.25,127.39,2024-03-22 08:30:00,2024-03-22,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322084010,0.69,1015.1,25.42,50.55,17922.92,112.03,36.44,129.89,2024-03-22 08:40:00,2024-03-22,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240322085010,1.7,1015.08,24.37,51.78,16189.33,92.48,38.6,132.38,2024-03-22 08:50:00,2024-03-22,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323070010,0.03,1012.81,25.43,62.74,5666.0,8.83,14.06,104.36,2024-03-23 07:00:00,2024-03-23,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323071010,0.0,1012.75,27.77,54.74,6113.33,9.81,16.33,106.88,2024-03-23 07:10:00,2024-03-23,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323072010,0.07,1012.88,28.22,52.75,6744.67,11.62,18.6,109.4,2024-03-23 07:20:00,2024-03-23,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323073010,0.45,1013.02,29.35,49.18,9841.75,25.71,20.87,111.91,2024-03-23 07:30:00,2024-03-23,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323074010,1.21,1013.05,29.21,48.89,10328.33,32.38,23.12,114.43,2024-03-23 07:40:00,2024-03-23,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323075010,1.0,1013.17,26.38,57.32,11345.08,38.84,25.37,116.95,2024-03-23 07:50:00,2024-03-23,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323080010,0.93,1013.14,27.7,54.16,12166.58,48.74,27.61,119.46,2024-03-23 08:00:00,2024-03-23,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323081010,0.85,1013.26,25.4,60.98,8619.17,27.63,29.84,121.98,2024-03-23 08:10:00,2024-03-23,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323082010,0.64,1013.21,29.21,51.23,12179.5,87.07,32.05,124.5,2024-03-23 08:20:00,2024-03-23,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323083010,0.64,1013.1,34.03,38.77,17878.67,174.72,34.25,127.02,2024-03-23 08:30:00,2024-03-23,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323084010,1.37,1013.12,34.63,36.47,21331.83,231.96,36.44,129.53,2024-03-23 08:40:00,2024-03-23,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240323085010,1.01,1013.12,35.44,34.57,29140.25,347.52,38.6,132.05,2024-03-23 08:50:00,2024-03-23,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324070010,0.0,1014.68,30.61,59.4,5222.0,7.6,14.47,104.59,2024-03-24 07:00:00,2024-03-24,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324071010,0.43,1014.72,33.53,46.62,5698.75,8.69,16.75,107.1,2024-03-24 07:10:00,2024-03-24,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324072010,1.18,1014.79,33.6,45.07,6670.33,12.18,19.02,109.62,2024-03-24 07:20:00,2024-03-24,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324073010,0.55,1014.9,33.95,45.11,5581.58,9.86,21.29,112.13,2024-03-24 07:30:00,2024-03-24,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324074010,0.5,1015.21,28.44,60.48,6110.5,9.86,23.55,114.64,2024-03-24 07:40:00,2024-03-24,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324075010,0.3,1015.42,27.8,64.0,8951.67,24.86,25.81,117.16,2024-03-24 07:50:00,2024-03-24,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324080010,0.84,1015.3,34.2,46.35,11255.17,78.04,28.05,119.67,2024-03-24 08:00:00,2024-03-24,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324081010,0.92,1015.21,36.54,40.02,11449.33,89.54,30.29,122.19,2024-03-24 08:10:00,2024-03-24,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324082010,0.64,1015.28,33.31,47.03,11279.58,65.69,32.52,124.7,2024-03-24 08:20:00,2024-03-24,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324083010,0.4,1015.17,37.03,38.72,17566.92,196.51,34.73,127.21,2024-03-24 08:30:00,2024-03-24,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324084010,0.89,1015.1,40.78,30.29,22593.17,286.47,36.93,129.73,2024-03-24 08:40:00,2024-03-24,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240324085010,1.57,1015.07,39.73,33.02,26651.67,334.02,39.11,132.24,2024-03-24 08:50:00,2024-03-24,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325070010,0.0,1012.62,28.45,73.29,5939.17,10.61,14.7,104.89,2024-03-25 07:00:00,2024-03-25,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325071010,0.0,1012.68,33.48,54.1,5384.0,8.45,16.98,107.41,2024-03-25 07:10:00,2024-03-25,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325072010,0.0,1012.91,28.07,69.54,4044.58,3.63,19.25,109.93,2024-03-25 07:20:00,2024-03-25,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325073010,0.0,1013.07,26.92,74.58,4013.83,3.37,21.52,112.45,2024-03-25 07:30:00,2024-03-25,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325074010,0.0,1013.03,29.47,66.29,11084.25,41.16,23.78,114.97,2024-03-25 07:40:00,2024-03-25,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325075010,0.57,1013.06,31.35,57.5,11324.42,34.05,26.03,117.49,2024-03-25 07:50:00,2024-03-25,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325080010,0.5,1013.1,32.71,54.5,13638.58,68.12,28.28,120.01,2024-03-25 08:00:00,2024-03-25,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325081010,0.45,1013.14,33.72,51.7,11270.16,59.13,30.51,122.53,2024-03-25 08:10:00,2024-03-25,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325082010,0.57,1013.12,36.38,44.42,13971.17,146.54,32.74,125.05,2024-03-25 08:20:00,2024-03-25,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325083010,0.45,1013.14,35.79,45.3,12505.42,114.44,34.95,127.57,2024-03-25 08:30:00,2024-03-25,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325084010,0.56,1013.02,41.61,32.86,22311.17,297.82,37.14,130.09,2024-03-25 08:40:00,2024-03-25,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240325085010,0.71,1012.93,43.56,27.9,27911.92,379.35,39.32,132.61,2024-03-25 08:50:00,2024-03-25,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326070010,0.0,1014.18,34.64,50.09,5096.92,7.16,14.7,104.21,2024-03-26 07:00:00,2024-03-26,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326071010,0.0,1014.38,36.71,42.59,5828.33,9.24,16.98,106.74,2024-03-26 07:10:00,2024-03-26,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326072010,0.0,1014.49,38.0,39.63,6331.42,10.76,19.25,109.27,2024-03-26 07:20:00,2024-03-26,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326073010,0.09,1014.63,39.54,35.35,7267.17,16.39,21.52,111.8,2024-03-26 07:30:00,2024-03-26,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326074010,0.03,1014.86,41.04,31.75,8243.25,25.89,23.78,114.33,2024-03-26 07:40:00,2024-03-26,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326075010,0.66,1015.03,39.83,31.7,9273.75,40.68,26.03,116.86,2024-03-26 07:50:00,2024-03-26,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326080010,0.24,1015.09,39.97,32.53,9547.75,58.23,28.28,119.39,2024-03-26 08:00:00,2024-03-26,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326081010,0.8,1015.2,40.76,32.01,10599.83,83.78,30.51,121.92,2024-03-26 08:10:00,2024-03-26,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326082010,0.67,1015.28,39.78,33.23,11489.25,83.82,32.74,124.45,2024-03-26 08:20:00,2024-03-26,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326083010,0.63,1015.21,41.47,29.95,17414.42,187.58,34.95,126.98,2024-03-26 08:30:00,2024-03-26,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326084010,0.27,1015.11,43.59,26.79,21298.83,251.5,37.14,129.51,2024-03-26 08:40:00,2024-03-26,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240326085010,0.92,1015.15,41.24,30.21,25435.17,320.57,39.32,132.04,2024-03-26 08:50:00,2024-03-26,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327070010,0.0,1019.68,20.56,85.52,3408.42,2.71,15.11,104.51,2024-03-27 07:00:00,2024-03-27,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327071010,0.02,1019.73,20.78,84.76,4220.58,4.08,17.39,107.04,2024-03-27 07:10:00,2024-03-27,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327072010,0.04,1019.87,20.94,84.54,3913.0,3.41,19.67,109.58,2024-03-27 07:20:00,2024-03-27,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327073010,0.03,1019.85,21.22,83.13,5538.83,7.0,21.94,112.12,2024-03-27 07:30:00,2024-03-27,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327074010,0.42,1019.9,21.31,82.21,6700.08,9.95,24.2,114.66,2024-03-27 07:40:00,2024-03-27,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327075010,0.17,1019.82,21.7,81.07,9178.0,18.8,26.46,117.19,2024-03-27 07:50:00,2024-03-27,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327080010,0.0,1019.82,22.49,77.51,10333.08,23.46,28.72,119.73,2024-03-27 08:00:00,2024-03-27,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327081010,0.16,1019.83,22.69,76.31,10259.17,22.72,30.96,122.27,2024-03-27 08:10:00,2024-03-27,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327082010,0.15,1019.81,22.56,75.59,9618.67,20.16,33.19,124.81,2024-03-27 08:20:00,2024-03-27,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327083010,0.13,1019.86,23.03,74.61,10398.25,23.32,35.42,127.34,2024-03-27 08:30:00,2024-03-27,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327084010,0.03,1019.91,23.44,72.55,11034.42,26.49,37.62,129.88,2024-03-27 08:40:00,2024-03-27,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240327085010,0.14,1019.96,23.48,72.02,12336.67,33.04,39.81,132.42,2024-03-27 08:50:00,2024-03-27,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328070010,0.04,1010.2,30.42,50.92,5149.83,8.03,15.11,103.83,2024-03-28 07:00:00,2024-03-28,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328071010,0.17,1010.27,30.93,49.02,5390.5,8.85,17.39,106.38,2024-03-28 07:10:00,2024-03-28,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328072010,0.04,1010.31,32.24,46.0,5966.58,11.35,19.67,108.93,2024-03-28 07:20:00,2024-03-28,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328073010,0.34,1010.29,32.63,43.69,6409.92,15.45,21.94,111.47,2024-03-28 07:30:00,2024-03-28,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328074010,0.17,1010.21,33.34,41.98,6851.67,23.77,24.2,114.02,2024-03-28 07:40:00,2024-03-28,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328075010,0.2,1010.17,35.11,37.16,7337.92,37.6,26.46,116.57,2024-03-28 07:50:00,2024-03-28,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328080010,0.3,1010.19,35.18,36.79,8195.17,61.66,28.72,119.12,2024-03-28 08:00:00,2024-03-28,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328081010,0.35,1010.08,36.03,34.71,9934.42,100.22,30.96,121.66,2024-03-28 08:10:00,2024-03-28,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328082010,0.16,1010.04,37.76,32.5,13829.08,162.91,33.19,124.21,2024-03-28 08:20:00,2024-03-28,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328083010,0.13,1010.02,38.76,29.85,18368.92,250.0,35.42,126.76,2024-03-28 08:30:00,2024-03-28,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328084010,0.17,1010.04,37.9,30.22,21982.08,303.19,37.62,129.31,2024-03-28 08:40:00,2024-03-28,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240328085010,0.05,1010.07,38.49,29.27,26674.17,361.83,39.81,131.85,2024-03-28 08:50:00,2024-03-28,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329070010,0.0,1010.74,23.64,86.31,4216.17,4.21,15.74,104.06,2024-03-29 07:00:00,2024-03-29,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329071010,0.0,1010.8,23.84,85.56,4182.58,4.03,18.02,106.61,2024-03-29 07:10:00,2024-03-29,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329072010,0.0,1011.06,24.22,83.69,4891.33,5.51,20.3,109.15,2024-03-29 07:20:00,2024-03-29,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329073010,0.0,1011.16,24.44,82.11,5038.92,5.35,22.58,111.69,2024-03-29 07:30:00,2024-03-29,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329074010,0.0,1011.37,24.68,80.7,5775.33,7.01,24.85,114.24,2024-03-29 07:40:00,2024-03-29,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329075010,0.0,1011.44,25.23,79.14,6507.25,9.65,27.11,116.78,2024-03-29 07:50:00,2024-03-29,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329080010,0.0,1011.58,25.43,78.6,6178.75,8.53,29.37,119.33,2024-03-29 08:00:00,2024-03-29,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329081010,0.0,1011.79,25.39,78.08,4985.0,5.76,31.62,121.87,2024-03-29 08:10:00,2024-03-29,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329082010,0.0,1011.9,25.89,76.68,6863.67,11.02,33.86,124.41,2024-03-29 08:20:00,2024-03-29,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329083010,0.0,1011.97,25.96,75.88,4264.5,4.29,36.09,126.96,2024-03-29 08:30:00,2024-03-29,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329084010,0.0,1012.02,25.95,75.59,3935.17,3.8,38.31,129.5,2024-03-29 08:40:00,2024-03-29,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240329085010,0.0,1011.98,26.06,76.19,6920.83,10.07,40.51,132.05,2024-03-29 08:50:00,2024-03-29,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330070010,0.0,1013.55,22.16,94.74,1980.83,0.96,15.74,103.46,2024-03-30 07:00:00,2024-03-30,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330071010,0.0,1013.64,22.3,93.79,2301.42,1.31,18.02,106.03,2024-03-30 07:10:00,2024-03-30,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330072010,0.0,1013.7,22.45,93.21,3509.17,2.87,20.3,108.59,2024-03-30 07:20:00,2024-03-30,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330073010,0.0,1013.87,22.58,93.25,4141.67,3.91,22.58,111.15,2024-03-30 07:30:00,2024-03-30,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330074010,0.0,1013.97,22.71,93.12,4334.25,4.24,24.85,113.72,2024-03-30 07:40:00,2024-03-30,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330075010,0.0,1014.19,22.84,92.36,4177.08,3.95,27.11,116.28,2024-03-30 07:50:00,2024-03-30,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330080010,0.0,1014.25,22.85,92.24,4424.33,4.33,29.37,118.85,2024-03-30 08:00:00,2024-03-30,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330081010,0.0,1014.1,23.21,90.78,5927.42,7.42,31.62,121.41,2024-03-30 08:10:00,2024-03-30,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330082010,0.0,1014.22,23.75,89.29,6416.25,8.77,33.86,123.97,2024-03-30 08:20:00,2024-03-30,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330083010,0.0,1014.33,24.26,87.36,7775.0,12.75,36.09,126.54,2024-03-30 08:30:00,2024-03-30,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330084010,0.0,1014.39,24.58,84.53,8380.92,14.67,38.31,129.1,2024-03-30 08:40:00,2024-03-30,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240330085010,0.0,1014.54,24.58,84.37,8542.17,15.1,40.51,131.67,2024-03-30 08:50:00,2024-03-30,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331070010,0.0,1009.68,28.85,63.87,6844.08,12.77,15.74,103.69,2024-03-31 07:00:00,2024-03-31,3,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331071010,0.04,1009.87,26.34,70.18,5308.25,6.68,18.02,106.25,2024-03-31 07:10:00,2024-03-31,3,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331072010,0.0,1009.95,24.32,79.16,4822.25,5.19,20.3,108.81,2024-03-31 07:20:00,2024-03-31,3,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331073010,0.0,1009.79,23.73,82.65,4209.33,3.83,22.58,111.37,2024-03-31 07:30:00,2024-03-31,3,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331074010,0.0,1009.94,23.52,84.64,4813.42,5.35,24.85,113.94,2024-03-31 07:40:00,2024-03-31,3,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331075010,0.0,1010.15,24.64,82.04,6162.58,10.17,27.11,116.5,2024-03-31 07:50:00,2024-03-31,3,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331080010,0.0,1010.13,25.12,78.15,7342.17,13.71,29.37,119.06,2024-03-31 08:00:00,2024-03-31,3,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331081010,0.0,1010.05,25.61,76.51,8642.58,23.08,31.62,121.62,2024-03-31 08:10:00,2024-03-31,3,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331082010,0.0,1010.1,26.36,73.82,8776.83,27.05,33.86,124.18,2024-03-31 08:20:00,2024-03-31,3,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331083010,0.0,1010.12,28.24,68.08,9485.58,30.04,36.09,126.74,2024-03-31 08:30:00,2024-03-31,3,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331084010,0.0,1010.08,28.64,65.09,13817.92,88.97,38.31,129.3,2024-03-31 08:40:00,2024-03-31,3,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240331085010,0.0,1009.88,34.98,45.67,28672.58,410.24,40.51,131.86,2024-03-31 08:50:00,2024-03-31,3,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401070010,0.0,1013.02,20.84,100.0,879.75,0.2,16.37,104.02,2024-04-01 07:00:00,2024-04-01,4,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401071010,0.0,1013.09,20.66,100.0,702.33,0.13,18.65,106.59,2024-04-01 07:10:00,2024-04-01,4,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401072010,0.0,1013.09,20.61,100.0,706.5,0.12,20.94,109.16,2024-04-01 07:20:00,2024-04-01,4,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401073010,0.0,1013.56,20.77,100.0,834.25,0.17,23.21,111.73,2024-04-01 07:30:00,2024-04-01,4,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401074010,0.0,1013.52,20.63,100.0,1655.25,0.65,25.49,114.31,2024-04-01 07:40:00,2024-04-01,4,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401075010,0.0,1013.73,20.73,100.0,2093.42,0.97,27.76,116.88,2024-04-01 07:50:00,2024-04-01,4,7,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401080010,0.0,1013.74,20.87,100.0,2229.0,1.07,30.02,119.45,2024-04-01 08:00:00,2024-04-01,4,8,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401081010,0.0,1013.34,21.21,100.0,2195.42,1.04,32.28,122.02,2024-04-01 08:10:00,2024-04-01,4,8,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401082010,0.0,1013.72,21.27,100.0,1986.17,0.88,34.53,124.59,2024-04-01 08:20:00,2024-04-01,4,8,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401083010,0.0,1013.58,21.24,100.0,3569.5,2.81,36.77,127.16,2024-04-01 08:30:00,2024-04-01,4,8,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401084010,0.0,1013.52,21.56,100.0,5371.75,6.13,38.99,129.73,2024-04-01 08:40:00,2024-04-01,4,8,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240401085010,0.0,1013.76,21.8,100.0,5281.75,6.08,41.2,132.3,2024-04-01 08:50:00,2024-04-01,4,8,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240402070010,0.0,1010.61,32.74,52.91,5176.08,8.1,16.37,103.33,2024-04-02 07:00:00,2024-04-02,4,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240402071010,0.0,1010.67,34.75,44.68,5780.33,9.91,18.65,105.91,2024-04-02 07:10:00,2024-04-02,4,7,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240402072010,0.0,1010.71,33.8,45.72,6286.58,11.96,20.94,108.48,2024-04-02 07:20:00,2024-04-02,4,7,20,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240402073010,0.0,1010.82,35.05,42.27,6855.17,16.64,23.21,111.06,2024-04-02 07:30:00,2024-04-02,4,7,30,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20240402074010,0.0,1010.84,35.61,41.73,7312.42,26.1,25.49,113.64,2024-04-02 07:40:00,2024-04-02,4,7,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
